Urdu,Roman-Urdu
کچل رہا ہے,slumpping
سلور,kalank
sluts,sluts ke
سمیک,zayega
چھوٹا,smallish
توڑ,masmaar kar dete
سمیر,sameer
بو آ رہی ہے,bo
بو آ رہی ہے,badboo aati thi
بو آ رہی ہے,mehak
بو آ رہی ہے,mehak
بدبودار,badbudar
بدبودار,pighlana
دھواں,dhuwan
تمباکو نوشی اسکرین,smokescreen
سمولڈر,sulagna
سگریٹ نوشی,gala ghontna
سمولڈر,sulagna
مسکرا,aaloda
دھواں,smudges
مسکرا رہا ہے,smudging ke
اسمگ,khush
اسمگلنگ,smugly
دھواں,smut ke
smuttier,smuttier
smuttest,smuttiest
smutty,ganda
چھین لیا,mushkil
چھین لیا,se snagged
چھین رہا ہے,snagging ke
سنیگس,snags ko
سنیپش,snappish
تیز,snappishly
پھندہ,phanda
snarky,snarky ke
snarl,snarl
چپکے سے,chupkay
چپکے سے,sneakily
ڈرپوک,darpook
speering,sneering
sharengy,sneeringly
snob,ghamandi
snobbish,mein snobbish
سنوبی,snobby
snobbish,snobish
snobs,snobs
سنب,chapti
صابن,sabun
کے تحت,siski
سوبر,saada
سوبرنگ,sangeen
پختہ,pukhta
درخواست,fikar
سومبر,afsurdah
زخم,zakham
سخت,sorely ki
تکلیف,dard
غم,afsos
غمگین,afsos
معذرت,moazrat
sourly,sourly
spank,maro
خرچ,spendy
spew,qay
spewed,kharij
spewing,aglne
spews,spews
spilling,spilling ke
بے ہوش,spiritless
اس کے باوجود,bawajood
دبا,ki spiteful
دفعہ,spitefully
دبا,spitefulness
چھڑک,splatter ki
تقسیم,taqseem
تقسیم,taiz
خراب,kharab
خرابی,spoilage ke
خرابیاں,spoilages
خراب,kharab
خراب,spoilled
خراب,lout
spook,ghost
spookier,spookier
spookiest,spookiest
spokyly,spookily
ڈراونا,daraona
اسپونفڈ,spoonfed
حوصلہ افزائی,jaali
spurn,nafrat
پھینکنے والا,sputter
اسکوبل,jhagra
اسکوبلنگ,takraar
اسکوینڈر,ura
امریکی کدّو,askwash
نچوڑ,squeaks hai
speaky,cheekh
نچوڑ,squealing kar
نچوڑ,squeals
گلہری,squirm
چھرا,koshish
جمود,jamood ka shikaar
جمود,mustahkam
جمود,jamood
کھڑا ہوا,sangeen
داغ,daagh
داغ,daagh
باسی,baasi
تعطل,ta-attul
اسٹال,astal
اسٹالز,stal
شروع ہوتا ہے,haklana
بھگدڑ,bhagdar
رک,ruk
اسٹارک,bilkul
بالکل,sabab aam
چونکا,chonkna
حیران کن,chonka dainay wali
چونکا دینے والا,wehshat-naak
فاقہ کشی,bhook
فاقہ کشی,bhooka
جامد,mustahkam
چوری,chori
چوری کرنا,chori
چوری,chura
کھڑی,khari
تیزی سے,taizi
بدبو,badboo
دقیانوسی تصور,daqyanoosi tasawurat
دقیانوسی,daqyanoosi
دقیانوسی طور پر,par stereotypically
سخت,sakht
سٹو,stow
چپچپا,chip chapa
سخت,sakht
سختی,sakhti
اسٹفل,gala ghontna
stifling,gala ghoontnay
stiflingly,stiflingly
بدنما داغ,kalank
بدنامی,ruswai samajte
ڈنک,dank
stangingly,stingingly
بدبو,badboo
بدبودار,badboo aa rahi hai
stodgy,stodgy
چرایا,chura liya
چوری,chori
اسٹوگ,kath patli
stooges,kath putliyoun
طوفانی,tofani
تناؤ,kasheedgi
تناؤ,kasheeda
تناؤ,tanao
عجیب,ajeeb
عجیب و غریب,ajeeb
اجنبی,ajnabi
عجیب,ajeeb
گلا گھونٹنا,gala ghoont
اسٹریکی,mustahkam
سخت,sakht
تناؤ,kasheedgi
دباؤ,kasheedgi
دباؤ,dabao
دباؤ سے,stressfully
مارا,zada
سخت,sakht
سختی سے,sakhti
سخت,taiz
سختی سے,stridently
تنازعہ,hungama aarai
ہڑتال,hartaal
کڑی,sakht
سختی سے,sakhti
مارا,mara
جدوجہد,jad-o-jehad
جدوجہد,jad-o-jehad
جدوجہد,jad-o-jehad
جدوجہد کرنا,jad-o-jehad
ضد,zid
ضد,stubbornly ko
ضد,zid
پھنس گیا,phas
بھرے,jkrhi hui
ٹھوکر کھاتی ہے,thokar
ٹھوکر کھائی,thokar khayi
ٹھوکریں,thokar
ٹمدر,stmp
اسٹمپڈ,pareshani
اسٹمپ,stmp
اسٹنٹ,stnt
حیرت زدہ,ki stunted
بیوقوف,pagal
حماقت,hamaqat
بیوقوف,bewakofi ki hadd taq
بیوقوف,stupified
supeifo,stupify
ہڑتال,haklana
ہچکولے,stuttered
ہچکچاہٹ,stuttering ke
stutters,yeh stutters
stymied,se stymied
دب گیا,dab
مشروط,nishana
subjugate,surangoon
مطیع,Mutee
ماتحت,matehat
سبوپینا,parwana talabi
ذیلی ذیلی,subpoenas ke
ماتحت,ifadiyat
تابع,maskhar
غیر معیاری,naaqis
منہا,mnha karen
بغاوت,baghaawat
تخریبی,takhribi
تخریبی طور پر,subversively
sunction,mutasir
دم توڑ,maroob
چوسنا,doodh
چوسا,choosa
سوکر,machhli
بیکار,bekar hai
چوسنا,sucky
مقدمہ,muqadma
مقدمہ دائر,muqadma
مقدمہ کرنا,sueing
مقدمہ,par harjanay ka daawa
تکلیف,shikaar
تکلیف کا سامنا کرنا پڑا,ka saamna karna para
شکار,sufferer ke
مظہر,shikaar
تکلیف,shikaar
مبتلا,dochar
دم گھٹنے,dam ghatt
شوگر کوٹڈ,sugarcoated
خودکشی,khudkushi
خودکشی,khudkush
سلک,se sulk
sulln,udaas
سلی,saly
سندر,sunder
ڈوب گیا,doob
ڈوبے ہوئے,dooba howa
سطحی,sathi
سطحی,superficiality ke
اعلی طور پر,sathi tor par
ضرورت سے زیادہ,zaroorat se ziyada
دبائیں,dabanay
دباؤ,dmn
ہتھیار ڈالنے,hathyaar daalnay
حساس,hassas
مشتبہ,mushtaba
شکوک و شبہات,shuba
شکوک و شبہات,shukook o shubhat
مشکوک,mashkook
مشکوک طور پر,shuba
swagger,akarr
دلدل,swamped kya
پسینے,paseenay
سلیگ,barh
سُوجن,soojan
سوائپ,swipe ki
سوجن,soojan
علامت,alamaat
علامات,alamaat
سنڈروم,sndrom
ممنوع,mamnoo
مشکل,chip chapa
داغ,kalank
داغدار,daghdar
چھیڑ چھاڑ,chhairna
الجھا,ulajhna
ٹینگلز,tangles ki
ٹینک,tank
ٹینک,matwala
ٹینکس,tank
سخت,sust
داغدار,tarnishes
داغدار,propignde
بکھرے ہوئے,phatay
طنز,tanz
طعنہ زنی,maar
طنزیہ طور پر,tanzia
taut,sakht
tawdry,tawdry
تنگ کرنا,charhao
چھیڑ چھاڑ,teasingly
سخت,tediously
مزاج,gussa
طوفان,aandhi
فتنہ,fitnah
تناؤ,kasheedgi
تناؤ,kasheedgi
عارضی,earzi
عارضی طور پر,earzi tor par
سخت,kamzor
سخت,tenuously
ٹیپڈ,misbet
خوفناک,khofnaak
خوف و ہراس,Haibat
بہت خوفناک,bohat
دہشت گردی,dehshat gardi
دہشت گردی,dehshat gardi
دہشت گردی,dehshat
گواہی کے ساتھ,testily
ٹیسٹ,test
tetchily,tetchily
ٹیچھی,tetchy
گاڑھا,mein thicker
پیاس,pyaas
کانٹے دار,dushwaar
بے لگام,la parwah
سوچے سمجھے,fikri
بے لگام,thoughtlessness
تھریش,pataayi
خطرہ,khatrah
دھمکی دیتا ہے,khatrah
دھمکی دینا,dhamki
دھمکیاں,khatraat
تھریسوم,threesome ke
دھڑک رہا ہے,throbbed
دھڑک رہا ہے,ki throbbing
دھڑک رہا ہے,throbs
تھروٹل,gala ghontna
ٹھگ,thag
ناکام,nakaam
ڈرپوک,darpook
وقتی,buzdali
ڈرپوکلی,timidly
ڈرپنڈینس,timidness
ٹنگل,tingled
ٹنگلنگ,tingling ke
تھکا ہوا,thaka howa
تھکاوٹ,thakawat
چھاپہ مار,tiringly
محنت,mushaqqat
ٹول,tool
گرانے,giranay
عذاب,azaab
عذاب,azaab
ٹورینٹ,selaab
اذیت,tashadud
تشدد کا نشانہ,tashadud ka nishana banaya
اذیتیں,tashadud
اذیت دینا,tashadud
اذیت ناک,dard naak
اذیت ناک,torturously
مطلق العنان,jabir
دل چسپ,jazbati
سختی,jafa kashi
سب کچھ,taot
tooted,taall diya
ٹاؤٹس,dlaalon
زہریلا,zahreela
ترجمہ کریں,traduce
المیہ,saneha
المناک,alamnaak
افسوسناک طور پر,alamnaak
غدار,ghaddar
غدار,ghaddar
غدار,traitorously
آوارا,awaraa
روندتا ہے,roond
خطا,hadd se tajawaz
خطا,gunah
جال,net work
ٹریپڈ,traped
پھنس گیا,phansay
کوڑے دان,raddi ki tokri
ردی کی ٹوکری میں,raddi
کوڑے دان,trashy
صدمہ,sadme
صدمے سے,traumatically
ٹراٹائز کریں,zakhmi
صدمہ,majrooh
travesties,travesties
غدار,ghaddar
غدار,dghabazi
غداری,khayanat
غداری,ghaddari
غداری,treasonous
چال,chaal
دھوکہ دہی,dhoka
دھوکہ دہی,dhoka baazi
مشکل,mushkil
معمولی,choti si
چھوٹی چھوٹی,trivialize
پریشانی,museebat
پریشان,pareshan
پریشانی کرنے والا,museebat
پریشانی,mushkilaat
مصیبت,museebat
پریشانی سے,troublesomely
پریشان کن,pareshan
پریشانی سے,troublingly
سچا,truant
گڑبڑ,tumble ke
گڑبڑ,gira
ٹمبلز,gir gayi
ہنگامہ خیز,afratafri
ہنگامہ خیز,hungama khaiz
ہنگامہ آرائی,bohraan
موڑ,mourr
بٹی ہوئی,batty hui
موڑ,twists ke
ظالم,tyrannically
ظلم,zulm
ظالم,zalim
ugh,ah
uglier,uglier hai
ugliest,ugliest
اس کے بعد,mzmom
الٹی میٹم,ulti mitm
الٹی میٹمز,ulti mitm
قاصر,qabil
ناقابل قبول,na qabil qubool
ناقابل قبول,unacceptablely
ناقابل قبول,na qabil qubool
ناقابل قبول,unaccessible
ناقابل تلافی,poanch se bahar
ناقابل برداشت,na qabil istetat
ناپسندیدہ,ghair mtasrkn
ناگوار,dilkashii se mahroom
غیر منقولہ,unauthentic
دستیاب نہیں,dastyab nahi
ناگزیر طور پر,na guzeer
ناقابل برداشت,na qabil bardasht
ناقابل برداشت,unbearablely
ناقابل یقین,na qabil yaqeen
حیرت انگیز طور پر,na qabil yaqeen
لاپرواہ,la parwah
غیر یقینی,ghair yakeeni
غیر منقولہ,ghair mohazab
غیر مہذب,ghair mohazab
ناپاک,napak
غیر واضح,wazeh
غیر منقولہ,uncollectible
بے چین,be cheeni
غیر متوقع,uncomfy
غیر سنجیدہ,se nimatnay ki salahiyat
غیر سمجھوتہ سے,uncompromisingly
غیر مصدقہ,ghair musadeqa
غیر آئینی,ghair aaeni
غیر متزلزل,na qabil yaqeen
غیر یقینی طور پر,unconvincingly
غیر تعاون,uncooperative ke
غیرقانونی,uncreative
غیر منحصر,tazabzub
غیر متعینہ,jaanch
غیر منحصر,undependability
غیر منحصر,undependable
انڈر کٹ,qeemat kam
انڈر کٹ,undercuts ke
انڈر کٹنگ,kamzor
انڈر ڈاگ,kamzor
کم سمجھنا,kam andaza
زیر اثر,underlings
کمزور,kamzor
مجاز,majrooh
سرزمین,kamzor
مجاز,nuqsaan pouncha
انڈر پیڈ,underpaid kar
زیر طاقت,ke underpowered
کم,neecha
ناپسندیدہ,napasandeedah
غیر یقینی,taayun
undid,undid
غیر منقولہ,undignified ki
غیر حل,undissolved
غیر دستاویزی,undocumented tarikeen
ناکارہ,wapas
بے چینی,be cheeni
بے چین,uneasily
بےچینی,becheni
بے چین,becheni
غیر معاشی,uneconomical
بے روزگار,be rozgaar
غیر مساوی,ghair masawi
غیر اخلاقی,ghair ikhlaqi
ناہموار,na hamwar
ناگوار,uneventful ke
غیر متوقع,ghair mutawaqqa tor par
غیر متوقع طور پر,ghair mutawaqqa tor par
نامعلوم,namaloom
غیر منصفانہ طور پر,ghair munsifana
انفیلنگ,farba
نامکمل,namukammal
ناجائز,na ahal
ناقابل معافی,ghair mutawaqqa
ناقابل معافی,keena parwar
بدقسمتی,bad qismati
بدقسمتی سے,bad qismati
بے بنیاد,be bunyaad
غیر دوستانہ,ghair dostana
غیر منظم,ungovernable
ناشکری,nashukri
ناخوشگوار,afsos
دکھ,dukh
UNHHAPI,nakhush
غیر صحت بخش,bemaar
غیر مددگار,mufeed
یکطرفہیت,taraf daari
ناقابل تصور,na qabil tasawwur
ناقابل تصور,unimaginably isi
غیر اہم,ghair ahem
بے خبر,la ilm
بیمہ نہیں,bema shuda
ناقابل فہم,feham
ناقابل فہم,unintelligile
ناجائز,zalim
بلاجواز,najaaiz
بلاجواز,bilajawaz
بلاجواز,bulaa juwaz
ناجائز طور پر,zulm
بے دردی سے,unkindly
نامعلوم,namaloom
غیرمعمولی,unlamentable
غیرمعمولی طور پر,unlamentably
غیر قانونی,ghair qanooni tor par
غیر قانونی طور پر,ghair qanooni tor par
غیرقانونی,momanat
لشکر,uthany
بغیر لائسنس,baghair licence
امکان نہیں,imkaan
غیر مہذب,ts se miss nahi
غیر فطری,ghair mamooli
غیر فطری طور پر,ghair fitri
غیر ضروری,ghair zurori
بغیر بند,ghair zurori
غیر تسلی بخش,unnerve
غیر منحصر,hawaas bakhta
بے چین,unnerving
غیر سنجیدہ,unnervingly
کسی کا دھیان نہیں,kisi ka dheyaan nahi
غیر محفوظ,unobserved
غیر روایتی,ghair riwayati
غیر روایتی,unorthodoxy
ناخوشگوار,nakhushgawaar
ناخوشگواریاں,unpleasantries
غیر مقبول,ghair maqbool
غیر متوقع,ghair mutawaqqa
تیار نہیں,tayyar
غیر منقولہ,unprove
غیر منقولہ,unproved
غیر منقولہ,ghair saabit shuda
غیر منقولہ,unproves
غیر منقولہ,unproving
نااہل,na ahal
غیر منقولہ,unravel karne
غیر منقولہ,sljhaya
ناقابل رسائی,taq nahi pouncha ja sakta
ناقابل تلافی,par unreadable
غیر حقیقت پسندانہ,ghair haqeeqi
غیر معقول,akarn
غیر معقول,na munasib
بے لگام,bay-dard
بے لگام,unrelentingly
عدم اعتماد,na qabil bharosa
ناقابل اعتبار,na qabil aetmaad
حل طلب,hal talab
بدامنی,bad amni
غیر محفوظ,ghair mehfooz
غیر اطمینان بخش,ghair tasalii bakhash
بےاختیار,be imaan
بے ساختہ,unscrupulously
ان کی طرف سے,ghair mehfooz
بے لگام,ganda
بے چین,paon ukharna
بے چین,mustahkam
پریشان کن,pareshan kin
بے چین,unsettlingly aik
بے بنیاد,mareez
ناقابل بیان,na qabil bayan
ناقابل بیان,unspeakablely
غیر متعینہ,mansoob nahi kya gaya
غیر مستحکم,Adam istehkaam ka shikaar
مستقل طور پر,unsteadily
غیر مستحکم,unsteadiness ke
غیر مستحکم,mustahkam
ناکام,nakaam
ناکام,nakaam
غیر تعاون یافتہ,najaaiz
غیر تعاون,unsupportive
غیر یقینی,be yakeeni ka shikaar
غیر یقینی,pehlay se nah socha
غیر مستحکم,ghair mustahkam
ناقابل برداشت,difaa
غیر استعمال شدہ,untested ke
ناقابل تصور,na qabil tasawwur
غیر منقولہ,unthinkably
اچھوت,achoota
غلط,jhoot
ناقابل اعتماد,untrustworthy mein
بے اثر,untruthful
ناقابل استعمال,na qabil istemaal
غیر معمولی طور پر,unusably
ناقابل استعمال,unuseable
غیر استعمال سے,unuseably
غیر معمولی,ghair mamooli
غیر معمولی طور پر,ghair mamooli tor par
ناقابل تصور,unviewable
ناپسندیدہ,napasandeedah
غیرضروری,ghalat
ناقابل برداشت,unwatchable
ناپسندیدہ,napasandeedah
بیمار,bemaar
unwoldy,unwieldy tha
ناپسندیدہ,tayyar
ناپسندیدہ,nah chahtay hue bhi
غیر دانشمندانہ,danishmandi
غیر دانشمندانہ,ghair danishmandi
ناقابل عمل,na qabil amal
نااہل,na ahal
بے لگام,poor
اتار چڑھاؤ,inqalaabat
بغاوت,baghaawat
uproar,hungama
ہنگامہ آرائی,uproarious
uproaryally,uproariously
ہنگامہ آرائی,uproarous
uproarously,uproarously
پریشان,udaas
پریشان کن,upseting
upsets,kharabi
پریشان کن,pareshan kin
پریشان کن,upsettingly
فوری,fori
بیکار,bekar
سودر,ghasib
بالکل,sorat e haal
واگرنٹ,awaraa
مبہم,mabham
مبہمیت,ibham
صرف,bekar
بیکار,virt
باطل,baatil
کوڑے مار,sakht
سختی سے,sakhti
انتقام,intiqam
انتقام لینے والا,keena parwar
انتقام سے,vengefully
انتقام,vengefulness
زہر,zeher
زہر,zahrili
زہریلا,venomously
وینٹ,nikaalte
واسٹیجز,assaar
Vex,mein vex
vexation,koshisho
vexing,takleifein
حیرت انگیز,vexingly
کمپن,kampan
کمپن,vibrated ke
کمپن,vibrates hai
کمپن,hil
تھرتھراہٹ,kampan
نائب,naib
شیطانی,shaytani
شیطانی طور پر,wehshiana
شیطانی پن,viciousness
شکار,shikaar
اس طرح,neech
بےچینی,vileness
Vilify,badnaam
vilanously,villainously
ویلین,villian
ویلین,villianous
vilianously,villianously
Vilify,villify
وصولی,Muntaqim
وصولی کے ساتھ,vindictively
وصولی,vindictiveness
خلاف ورزی کریں,ki khilaaf warzi
خلاف ورزی,khilaaf warzi
ریلیٹر,mujrim
خلاف ورزی کرنے والے,khilaaf warzi karne walon
پرتشدد,tashadud
پرتشدد,tashadud
وائپر,viper
وائرلیس,virulence ne
وائرلیس,zahrili
verulyly,virulently
وائرس,virus
آواز,vociferously
غیر مستحکم,ghair mustahkam
اتار چڑھاؤ,utaar charhao
الٹی,qay
الٹی,qay
الٹی,qay
بیہودہ,behooda
کمزور,kamzor
Wack,mein wack
ویل,waweela
والو,lout poat
کونسا,kami
گڑبڑ,kamzor par
خواہش,karor
سخت,ahthyat
جنگ,ahthyat
جنگ پسند,jungi
متنبہ کیا,ne khabardaar kya hai
انتباہ,intibah
وارپ,warp ke
warped,neecha
ہوشیار,hooshiyar
فضلہ,fzlh
ضائع,barbaad
بیکار,bekar
فضول خرچی,wastefulness
برباد,barbaad
راہ,ziddi
کمزور,kamzor
کمزور,kamzor
کمزور کرنا,kamzor
کمزور,kamzor
کمزوری,kamzoree
کمزوری,kamzoriyon
تھکن,takawat
tearsomem,wearisome
تھکا ہوا,tukki
پچر,pachar
گھاس,ghaas
روئے,ronay
عجیب,ajeeb
عجیب بات ہے,ajeeb
وہیڈل,wheedle
سسکیاں لینا,whimper
کرین,whine ki
whining,rona
سفید,whiny
کوڑے,chaabak
ویشیا,weshia
ویشیا,whores ke
شریر,shareer
شریر,shararat
شرارت,shararat
جنگلی,jungli
wiles,mansoobon
چاہتے ہیں,deti
چالاک,chalaak
ویمپی,wimpy ki
ونس,wince
wobble,wobble ki
wbbled,wobbled
wobbles,wobbles ke
افسوس,afsos
Woebegone,woebegone
حیرت انگیز,buri
بری طرح سے,buri terhan kati hui
ویمنائزر,womanizer ke
عورت,womanizing
پہنا ہوا,pehna
پریشان,pareshan
پریشانی سے,pareshan
پریشانی,tashweesh
تشویشناک,tashweesh-naak
فکر کرو,fikar
پریشان کن,pareshan
تشویشناک,pareshan kin
بدتر,badter
خراب,kharab
خراب,bigartai
بدترین,bad tareen
بیکار,bekar
بے کار,worthlessly
بے کار,worthlessness
زخم,zakham
زخم,zakhamo
جھگڑا,wrangle ke
غضب,ghazab
مہی .ا,barpaa
خراب,machai
خرابیاں,wreaks
ملبے,malbay
گورے,cheennay
پہلوان,kashti
خراب,neech
خراب,neech
بدتمیزی سے,wretchedly
بدتمیزی,bad bakhti
wrip,wrip
لپیٹ,wripped
